"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj","file"
"11","HAVANA","gene","ENSG00000171735",19,"CAMTA1","protein_coding","CAMTA1; ENSG00000171735",0.00484804641409765,0.286285914534168,1.60589445533037,-13561.6841509991,6.54899999999998,0.350500097212139,0.291175286174465,0.198653052018149,0.0166522874841082,-13581.7699157788,40.1715295594695,630,1.89174764742006e-09,6.70819721323241e-09,"nnSVG_V13F27-338.csv"
"12","HAVANA","gene","ENSG00000116288",13,"PARK7","protein_coding","PARK7; ENSG00000116288",0.00794934523386918,0.42586392506197,2.84673536915005,-16935.8615848459,6.065,0.544710032062277,0.433828902940376,0.163681767235564,0.0183243477739814,-16957.9719878803,44.220806068879,597,2.49789411377321e-10,9.34722855974767e-10,"nnSVG_V13F27-338.csv"
"13","HAVANA","gene","ENSG00000171603",17,"CLSTN1","protein_coding","CLSTN1; ENSG00000171603",0.0341329411614664,0.699049793473664,4.7929716517331e-06,-21271.4578615036,7.11200000000002,1.04960530683355,0.733062217120516,0.176019522375263,0.0465544802803529,-21399.8561428304,256.796562653682,99,0,0,"nnSVG_V13F27-338.csv"
"14","HAVANA","gene","ENSG00000142634",13,"EFHD2","protein_coding","EFHD2; ENSG00000142634",0.00226240678849608,0.158132431823641,2.76215031809844,-8519.54567750866,7.11500000000001,0.165938691413964,0.160402853881113,0.286640588419335,0.0141052343583634,-8533.13348861206,27.1756222067961,784,1.25570787146145e-06,3.57812676638378e-06,"nnSVG_V13F27-338.csv"
"15","HAVANA","gene","ENSG00000159363",18,"ATP13A2","protein_coding","ATP13A2; ENSG00000159363",0.0034436978793102,0.209619746285339,1.88949727103639e-06,-10918.242307742,7.58600000000001,0.249412700070503,0.213053155389475,0.235284846641937,0.0161627814326,-10936.6604836952,36.8363519064296,662,1.00250793222401e-08,3.37837253061244e-08,"nnSVG_V13F27-338.csv"
"16","HAVANA","gene","ENSG00000117118",9,"SDHB","protein_coding","SDHB; ENSG00000117118",0.001353134904383,0.13395981028274,0.000468161889373336,-7085.55693002432,8.64800000000002,0.157779679266253,0.135320856135311,0.233141442678676,0.0100000402955664,-7093.32133891212,15.5288177755974,1072,0.000424580520179463,0.000884806792985933,"nnSVG_V13F27-338.csv"
"17","HAVANA","gene","ENSG00000173436",15,"MICOS10","protein_coding","MICOS10; ENSG00000173436",0.0040521413531793,0.354353835028509,2.40469809551343e-06,-15331.489472732,7.63300000000004,0.42520155861893,0.358439337843128,0.149708840084645,0.011306009442387,-15341.6042334693,20.2295214745936,925,4.04776439579813e-05,9.7758980110411e-05,"nnSVG_V13F27-338.csv"
"18","HAVANA","gene","ENSG00000158747",14,"NBL1","protein_coding","NBL1; ENSG00000158747",0.00345952200941756,0.268188458507335,6.99933712233854e-05,-12982.1434323246,7.64699999999999,0.32660822620394,0.271656080213465,0.180086405602368,0.0127353128222656,-12994.2220423075,24.1572199658513,853,5.67971227161124e-06,1.48751198297532e-05,"nnSVG_V13F27-338.csv"
"19","HAVANA","gene","ENSG00000162545",6,"CAMK2N1","protein_coding","CAMK2N1; ENSG00000162545",0.0175912353240866,0.835519331070647,0.000146663313086805,-22654.1127928098,6.767,1.3604860885515,0.853208896693116,0.0974886516675789,0.0206201118788477,-22685.0010956901,61.7766057604749,456,3.85247389544929e-14,1.88737427246354e-13,"nnSVG_V13F27-338.csv"
"20","HAVANA","gene","ENSG00000158828",8,"PINK1","protein_coding","PINK1; ENSG00000158828",0.00912493898102064,0.464959916183396,0.000208647355023769,-17683.0735617625,7.12700000000001,0.603824233145454,0.474124190096514,0.158199259388177,0.0192474804491614,-17710.0474486014,53.9477736779299,516,1.92923454989113e-12,8.35253872956743e-12,"nnSVG_V13F27-338.csv"
"21","HAVANA","gene","ENSG00000075151",20,"EIF4G3","protein_coding","EIF4G3; ENSG00000075151",0.00164805081762584,0.176203263609622,0.000543535098095687,-9401.27096945449,7.59699999999998,0.19484967195405,0.177863244233934,0.20834621762309,0.00926645283973988,-9408.05042951342,13.5589201178445,1144,0.00113688858547556,0.00222011284960874,"nnSVG_V13F27-338.csv"
"22","HAVANA","gene","ENSG00000076864",19,"RAP1GAP","protein_coding","RAP1GAP; ENSG00000076864",0.00319533888329859,0.239163313295294,0.000101838378436122,-12015.2626663392,7.673,0.288735502213618,0.242371865098637,0.195775469963773,0.0131843400455287,-12028.3878667083,26.2504007381212,804,1.99433405756455e-06,5.54147050323284e-06,"nnSVG_V13F27-338.csv"
"23","HAVANA","gene","ENSG00000070831",17,"CDC42","protein_coding","CDC42; ENSG00000070831",0.00258960280946302,0.313752050484736,0.154436710426926,-14278.9475990315,7.67900000000003,0.384012398704483,0.316377696955299,0.132516919601501,0.00818609494670207,-14284.6680948581,11.4409916531513,1234,0.00327808513759975,0.00593416771368597,"nnSVG_V13F27-338.csv"
"24","HAVANA","gene","ENSG00000142676",14,"RPL11","protein_coding","RPL11; ENSG00000142676",0.01250490401096,0.617085106755234,4.71011659368924e-06,-20083.5493295921,7.21100000000001,0.758842804122945,0.629682944821287,0.147362968352,0.0198619796965042,-20112.6763456895,58.2540321947963,481,2.24043006369357e-13,1.04056564704603e-12,"nnSVG_V13F27-338.csv"
"25","HAVANA","gene","ENSG00000057757",10,"PITHD1","protein_coding","PITHD1; ENSG00000057757",0.00243792109134087,0.27145659360579,1.00148729939831,-13058.2092693062,6.91499999999996,0.334524061542788,0.273921375759231,0.147598675835843,0.00890094894392716,-13064.5383651478,12.6581916833456,1177,0.00178364573840106,0.00338544144399998,"nnSVG_V13F27-338.csv"
"26","HAVANA","gene","ENSG00000117632",23,"STMN1","protein_coding","STMN1; ENSG00000117632",0.0483192812325534,0.870365033088985,0.000348089297781161,-23151.1240433716,7.274,1.52661842131283,0.919100138492518,0.143989138762865,0.052596175290353,-23314.904069041,327.560051338878,80,0,0,"nnSVG_V13F27-338.csv"
"27","HAVANA","gene","ENSG00000130770",18,"ATP5IF1","protein_coding","ATP5IF1; ENSG00000130770",0.0151012479808159,0.451019954306252,1.85750484431282e-07,-17497.3278511329,6.88300000000004,0.570360739342376,0.466385852471147,0.215455108767026,0.0323976852087401,-17570.7063474209,146.756992575916,206,0,0,"nnSVG_V13F27-338.csv"
"28","HAVANA","gene","ENSG00000134644",15,"PUM1","protein_coding","PUM1; ENSG00000134644",0.00147616522632918,0.183510468418671,3.1914911167614,-9736.53745689066,6.82000000000005,0.223182758323609,0.18499995925061,0.172149927654786,0.00797984804222139,-9741.16730401507,9.25969424883078,1353,0.00975625048083817,0.0161089900770085,"nnSVG_V13F27-338.csv"
"29","HAVANA","gene","ENSG00000121769",8,"FABP3","protein_coding","FABP3; ENSG00000121769",0.00338250197126155,0.173874454139254,0.00378762138531071,-9353.29386746973,7.60799999999995,0.211930962275043,0.177322057650786,0.274425597926548,0.0190824780334863,-9382.24699161735,57.9062482952431,483,2.665645482125e-13,1.23293002216713e-12,"nnSVG_V13F27-338.csv"
"30","HAVANA","gene","ENSG00000121753",12,"ADGRB2","protein_coding","ADGRB2; ENSG00000121753",0.00407301341938746,0.289478011440949,3.96352075133277e-05,-13636.5776479139,7.19900000000007,0.363587169912109,0.293568705328239,0.175529198932773,0.0138749759818597,-13651.0870533869,29.0188109459923,757,4.9962627246547e-07,1.4744585108162e-06,"nnSVG_V13F27-338.csv"
"31","HAVANA","gene","ENSG00000184007",21,"PTP4A2","protein_coding","PTP4A2; ENSG00000184007",0.00696635112984901,0.370775893957052,4.60974068545813e-08,-15761.5192064374,7.17199999999991,0.370515829554745,0.377908877776701,0.225266137887335,0.0184420758346644,-15789.4813654932,55.9243181115162,502,7.18092252327551e-13,3.19565356912301e-12,"nnSVG_V13F27-338.csv"
"32","HAVANA","gene","ENSG00000175130",7,"MARCKSL1","protein_coding","MARCKSL1; ENSG00000175130",0.0177748023481957,0.545444439456342,2.96788477667951e-07,-19102.7317728066,6.577,0.525026573153707,0.564056831634894,0.253934146998809,0.0315592952599519,-19180.7312821158,155.999018618306,192,0,0,"nnSVG_V13F27-338.csv"
"33","HAVANA","gene","ENSG00000134684",10,"YARS","protein_coding","YARS; ENSG00000134684",0.00223390153499363,0.172662400937494,3.64196224599337,-9255.10178688386,7.63800000000003,0.215881590571279,0.174904889688277,0.21893560925404,0.0127727201971296,-9266.0282230939,21.8528724200805,893,1.7976661763397e-05,4.49260630539489e-05,"nnSVG_V13F27-338.csv"
"34","HAVANA","gene","ENSG00000121905",10,"HPCA","protein_coding","HPCA; ENSG00000121905",0.0070705929125074,0.275812555711346,4.10646908054347e-08,-13294.348432909,7.12699999999995,0.338641725172546,0.282993064917075,0.248306134356705,0.0249947476436961,-13340.4203224192,92.1437790203454,316,0,0,"nnSVG_V13F27-338.csv"
"35","HAVANA","gene","ENSG00000020129",16,"NCDN","protein_coding","NCDN; ENSG00000020129",0.0167209199102738,0.588724784949987,2.25049929827153e-07,-19728.9439940313,6.58900000000006,0.816864512463554,0.605590915616868,0.158299686288723,0.0276175382466922,-19782.344529196,106.801070329318,267,0,0,"nnSVG_V13F27-338.csv"
"36","HAVANA","gene","ENSG00000126067",12,"PSMB2","protein_coding","PSMB2; ENSG00000126067",0.00128272030739649,0.159970589134451,1.53350350988867,-8573.66758457684,7.63200000000006,0.193506791365587,0.161265231313607,0.185084382110021,0.00795469136004976,-8578.53555826411,9.73594737452731,1326,0.00768892968955603,0.012954048964154,"nnSVG_V13F27-338.csv"
"37","HAVANA","gene","ENSG00000163875",15,"MEAF6","protein_coding","MEAF6; ENSG00000163875",0.00191358313648537,0.154475505449849,0.000196855846173809,-8307.63093542291,8.19000000000005,0.176872071458279,0.156404266239255,0.247322942825936,0.0122360399551084,-8319.3766834611,23.4914960763817,866,7.92294135254501e-06,2.04386269995214e-05,"nnSVG_V13F27-338.csv"
"38","HAVANA","gene","ENSG00000197982",14,"C1orf122","protein_coding","C1orf122; ENSG00000197982",0.00210657285079448,0.291644120278796,0.00980169499762745,-13652.7457299271,6.60500000000002,0.332296898769118,0.293766574911497,0.138121712157507,0.0071712949111754,-13656.7923492066,8.09323855911498,1415,0.0174813744924049,0.0275995693399524,"nnSVG_V13F27-338.csv"
"39","HAVANA","gene","ENSG00000168653",11,"NDUFS5","protein_coding","NDUFS5; ENSG00000168653",0.0225641505641606,0.56519644130045,3.40486945290518e-07,-19436.5608262338,7.23800000000006,0.779692210568652,0.587748931410226,0.192657667957053,0.0383900364816534,-19529.1253637107,185.129074953831,158,0,0,"nnSVG_V13F27-338.csv"
"40","HAVANA","gene","ENSG00000116983",13,"HPCAL4","protein_coding","HPCAL4; ENSG00000116983",0.00424326745036254,0.282643198821529,9.64229514909643e-06,-13440.2630192595,7.24900000000002,0.345099586521409,0.286892703872479,0.188758172515376,0.0147907550520039,-13456.3056807185,32.0853229180102,725,1.07835226081932e-07,3.32281234575221e-07,"nnSVG_V13F27-338.csv"
"41","HAVANA","gene","ENSG00000131236",17,"CAP1","protein_coding","CAP1; ENSG00000131236",0.00127459055062615,0.188681192792507,0.100477833872163,-9961.9299536277,6.67900000000009,0.221163071514242,0.189967124589047,0.161425720848702,0.00670993284960293,-9965.51730588255,7.17470450969995,1471,0.0276715005940117,0.0420245631047057,"nnSVG_V13F27-338.csv"
"42","HAVANA","gene","ENSG00000131238",17,"PPT1","protein_coding","PPT1; ENSG00000131238",0.00137676557488194,0.186675766951889,0.0462581555075859,-9875.99367098984,7.10199999999998,0.217640187215989,0.188058977562752,0.170486858514029,0.00732117539914515,-9880.03446711537,8.08159225107738,1416,0.0175834681937159,0.0277411496785038,"nnSVG_V13F27-338.csv"
"43","HAVANA","gene","ENSG00000084070",12,"SMAP2","protein_coding","SMAP2; ENSG00000084070",0.00153512151594516,0.205007049901938,5.24101840604221,-10670.6607536913,7.17599999999993,0.247714779791687,0.206560766074921,0.158168304800475,0.00743248463694736,-10674.6162990829,7.91109078321824,1430,0.0191482224214489,0.0299140761465152,"nnSVG_V13F27-338.csv"
"44","HAVANA","gene","ENSG00000117016",10,"RIMS3","protein_coding","RIMS3; ENSG00000117016",0.0054183169716814,0.257266041725833,0.103838083930038,-12680.0272941061,7.17700000000002,0.327754482189073,0.262696949325304,0.224586457182011,0.0206267209762599,-12710.2578978093,60.4612074062643,465,7.4273920347423e-14,3.56834275389555e-13,"nnSVG_V13F27-338.csv"
"45","HAVANA","gene","ENSG00000117410",14,"ATP6V0B","protein_coding","ATP6V0B; ENSG00000117410",0.00705371605771571,0.449730472005184,4.15322314568926e-06,-17377.3224394061,7.70299999999997,0.617539781575511,0.456847701083093,0.136001609144717,0.0154421195874329,-17395.740500049,36.836121285909,663,1.00262353974756e-08,3.37837253061244e-08,"nnSVG_V13F27-338.csv"
"46","HAVANA","gene","ENSG00000142937",12,"RPS8","protein_coding","RPS8; ENSG00000142937",0.00778161176521865,0.668679801517988,6.95131550906086e-06,-20709.7921578119,6.68399999999997,0.883599094270854,0.676565507834491,0.0998342403566947,0.0115034081950818,-20720.7516180326,21.9189204414361,892,1.73926958133563e-05,4.35597336850202e-05,"nnSVG_V13F27-338.csv"
"47","HAVANA","gene","ENSG00000173660",12,"UQCRH","protein_coding","UQCRH; ENSG00000173660",0.0274134840367548,0.560922241230867,8.37010239124349e-09,-19407.589907951,7.13300000000004,0.733820880207972,0.588530278337501,0.225627510814813,0.0465949675659845,-19540.3744889615,265.569162021027,96,0,0,"nnSVG_V13F27-338.csv"
"48","HAVANA","gene","ENSG00000123472",12,"ATPAF1","protein_coding","ATPAF1; ENSG00000123472",0.00156613517227572,0.205129813955786,5.95884910299375,-10676.9047611824,7.13,0.240168915854625,0.206708388274736,0.164777467535457,0.00757699983421253,-10680.6655820574,7.5216417501033,1449,0.0232646351758776,0.0358683195189169,"nnSVG_V13F27-338.csv"
"49","HAVANA","gene","ENSG00000162374",17,"ELAVL4","protein_coding","ELAVL4; ENSG00000162374",0.00880928706517964,0.229784147138729,0.374026180450543,-11809.7871050932,7.6400000000001,0.280475228141547,0.238553411474662,0.334638474096267,0.0369217497311807,-11893.924418494,168.274626801711,177,0,0,"nnSVG_V13F27-338.csv"
"50","HAVANA","gene","ENSG00000123091",5,"RNF11","protein_coding","RNF11; ENSG00000123091",0.0179546502500148,0.459282776076171,8.62931125323627,-17695.2074060221,8.14800000000002,0.615998316182393,0.47734818624941,0.217524886034158,0.0376220498635893,-17767.4307055031,144.446598961855,211,0,0,"nnSVG_V13F27-338.csv"
"51","HAVANA","gene","ENSG00000085832",17,"EPS15","protein_coding","EPS15; ENSG00000085832",0.0033621736997111,0.300004786416364,0.150064154268056,-13920.1776473757,7.13599999999997,0.345706771552826,0.303403607523898,0.167726694024909,0.0110828605014358,-13930.1102775832,19.8652604150848,933,4.85638948464207e-05,0.000116282680693359,"nnSVG_V13F27-338.csv"
"52","HAVANA","gene","ENSG00000162378",13,"ZYG11B","protein_coding","ZYG11B; ENSG00000162378",0.0035614527996206,0.192543488435761,5.74956072844787e-06,-10211.2437560383,7.62699999999995,0.228723322873375,0.196104535829506,0.260917461576087,0.0181609539116398,-10234.7570012516,47.0264904266987,582,6.14225337258745e-11,2.35769656947772e-10,"nnSVG_V13F27-338.csv"
"53","HAVANA","gene","ENSG00000157216",15,"SSBP3","protein_coding","SSBP3; ENSG00000157216",0.00459432917468862,0.249203912278712,1.04547811730609,-12395.8823421074,7.101,0.293931293645855,0.253825764233444,0.230603146127333,0.0181022892372253,-12419.3737026205,46.9827210261174,583,6.27815577303181e-11,2.40572898747051e-10,"nnSVG_V13F27-338.csv"
"54","HAVANA","gene","ENSG00000116133",13,"DHCR24","protein_coding","DHCR24; ENSG00000116133",0.00267574726245747,0.277292608943735,3.85564941406475e-06,-13242.8076329112,7.58399999999995,0.333608202413149,0.279987847177117,0.155055017664964,0.00955732032975478,-13250.019662752,14.4240596817035,1109,0.000737658305800526,0.00148595911195525,"nnSVG_V13F27-338.csv"
"55","HAVANA","gene","ENSG00000116675",16,"DNAJC6","protein_coding","DNAJC6; ENSG00000116675",0.0118848486562701,0.443170623764887,4.08880828115979e-05,-17316.0758425158,7.08199999999999,0.593325513199567,0.455276301532806,0.18374003903724,0.0261173623361474,-17366.5649958,100.97830656849,289,0,0,"nnSVG_V13F27-338.csv"
"56","HAVANA","gene","ENSG00000172260",15,"NEGR1","protein_coding","NEGR1; ENSG00000172260",0.00830406715527123,0.274176884701121,13.108352214548,-13285.2709441591,4.56999999999994,0.329611907090681,0.282558190351185,0.276466512622056,0.0293969101303966,-13327.3983334185,84.2547785186835,357,0,0,"nnSVG_V13F27-338.csv"
"57","HAVANA","gene","ENSG00000154027",19,"AK5","protein_coding","AK5; ENSG00000154027",0.00541287837824096,0.399157550703307,0.000183542902346491,-16353.6991391771,3.31600000000003,0.502028799107991,0.404613544436232,0.146549892151208,0.0133793228302158,-16367.6363197199,27.8743610855563,779,8.85440529119208e-07,2.5392479358823e-06,"nnSVG_V13F27-338.csv"
"58","HAVANA","gene","ENSG00000077254",14,"USP33","protein_coding","USP33; ENSG00000077254",0.00195750068081929,0.162998213591746,18.0871586503475,-8764.24001873263,3.80500000000006,0.194538189628705,0.164968052021094,0.227429130443123,0.0118668255261822,-8770.75984959703,13.0396617287988,1159,0.00147391837334243,0.00284101263679637,"nnSVG_V13F27-338.csv"
"59","HAVANA","gene","ENSG00000142875",19,"PRKACB","protein_coding","PRKACB; ENSG00000142875",0.0113295231300549,0.526105857640335,3.66628084633773e-05,-18740.1794694548,3.82199999999989,0.693322316179001,0.537497764937202,0.153522005829701,0.0210807169297535,-18772.3402854839,64.3216320581196,440,1.0769163338864e-14,5.46779793159596e-14,"nnSVG_V13F27-338.csv"
"60","HAVANA","gene","ENSG00000117155",16,"SSX2IP","protein_coding","SSX2IP; ENSG00000117155",0.00212984825866545,0.179710267283591,0.000303934643175987,-9585.27922245245,3.3090000000002,0.213015997773436,0.181858293748091,0.216651704834428,0.0117127524491179,-9596.13743071187,21.7164165188406,896,1.92459817472956e-05,4.79860750261813e-05,"nnSVG_V13F27-338.csv"
"61","HAVANA","gene","ENSG00000153904",20,"DDAH1","protein_coding","DDAH1; ENSG00000153904",0.00595153424717018,0.37991618806766,5.07332178226335e-05,-15948.7557916558,3.50999999999999,0.464375139963851,0.385917966289327,0.166129021280041,0.0154237680505298,-15967.059420141,36.6072569703283,667,1.12417817277333e-08,3.76523843774455e-08,"nnSVG_V13F27-338.csv"
"62","HAVANA","gene","ENSG00000143013",13,"LMO4","protein_coding","LMO4; ENSG00000143013",0.0575689657952893,0.582710416016523,0.329186992952314,-19870.8500839824,3.327,0.826567919076269,0.641617351244363,0.290279033529225,0.0899122592896639,-20271.6593261513,801.618484337785,19,0,0,"nnSVG_V13F27-338.csv"
"63","HAVANA","gene","ENSG00000189195",13,"BTBD8","protein_coding","BTBD8; ENSG00000189195",0.00303535054374756,0.202680462598646,2.81187469317377e-05,-10624.1240472759,3.33300000000008,0.257026744862095,0.205759622878707,0.214351294562935,0.0147550666979914,-10641.711360432,35.1746263120585,686,2.30105471343833e-08,7.49352220090559e-08,"nnSVG_V13F27-338.csv"
"64","HAVANA","gene","ENSG00000122406",14,"RPL5","protein_coding","RPL5; ENSG00000122406",0.00349657682742584,0.490869780054127,3.00615125609567e-06,-18060.5709610412,3.31600000000003,0.606681957949364,0.494402270847274,0.0974676416367158,0.00707284542880736,-18064.6681053524,8.19428862229688,1403,0.0166200694452594,0.026464173300577,"nnSVG_V13F27-338.csv"
"65","HAVANA","gene","ENSG00000117600",12,"PLPPR4","protein_coding","PLPPR4; ENSG00000117600",0.00192450447836775,0.163123648115165,2.98146786900196,-8765.92502575442,3.24099999999999,0.185493506741924,0.165060094689074,0.23649978563109,0.0116602606459175,-8775.48290924152,19.1157669741988,953,7.06421555820569e-05,0.000165597665866018,"nnSVG_V13F27-338.csv"
"66","HAVANA","gene","ENSG00000085433",15,"WDR47","protein_coding","WDR47; ENSG00000085433",0.00292710716818647,0.185241479813201,0.00035660695554339,-9867.48150098281,3.23099999999999,0.226709080227121,0.18819919723666,0.238643932335274,0.0155557695104337,-9886.34561315198,37.7282243383524,651,6.41830244507702e-09,2.20253266702029e-08,"nnSVG_V13F27-338.csv"
"67","HAVANA","gene","ENSG00000031698",13,"SARS","protein_coding","SARS; ENSG00000031698",0.00264851467448717,0.297955010348641,0.0218770919019162,-13846.0160241029,3.21000000000004,0.369283769171832,0.300620743530974,0.139360909474891,0.00881065740757164,-13852.0867093409,12.1413704760234,1199,0.00230959004934961,0.00430327286926357,"nnSVG_V13F27-338.csv"
"68","HAVANA","gene","ENSG00000197106",7,"SLC6A17","protein_coding","SLC6A17; ENSG00000197106",0.00597543289302391,0.24968834119703,2.68475038412017,-12445.7709645815,2.44299999999998,0.318099717885014,0.255708619322395,0.24300846534583,0.023372231417186,-12481.9529849918,72.3640408204956,407,2.22044604925031e-16,1.21283043374699e-15,"nnSVG_V13F27-338.csv"
"69","HAVANA","gene","ENSG00000177301",15,"KCNA2","protein_coding","KCNA2; ENSG00000177301",0.00360888363812488,0.232124428367188,1.13426019439559,-11776.9246492604,3.04999999999995,0.26187521325571,0.235741656760006,0.229399277451197,0.0153091797142508,-11793.5277938561,33.2062891914029,711,6.15667062886516e-08,1.93445881643949e-07,"nnSVG_V13F27-338.csv"
"70","HAVANA","gene","ENSG00000116459",11,"ATP5PB","protein_coding","ATP5PB; ENSG00000116459",0.00233103468961193,0.257688154309066,6.33135302550616,-12618.8624459957,3.04899999999998,0.301276157007288,0.260035608779711,0.16025426820303,0.0089648563961323,-12624.0375335788,10.3501751662625,1293,0.00565572154645799,0.00977175710347034,"nnSVG_V13F27-338.csv"
"71","HAVANA","gene","ENSG00000163399",16,"ATP1A1","protein_coding","ATP1A1; ENSG00000163399",0.031356338871821,0.619451259608771,3.12468300743839e-06,-20254.3924150039,3.26099999999997,0.873986041176966,0.651087295357185,0.202608741178792,0.0481806588383833,-20395.7219826246,282.659135241425,92,0,0,"nnSVG_V13F27-338.csv"
"72","HAVANA","gene","ENSG00000198162",12,"MAN1A2","protein_coding","MAN1A2; ENSG00000198162",0.00407235589444511,0.271533996273187,0.00816575778556233,-13100.641888952,3.24300000000017,0.270649306630776,0.27564555192805,0.235784875545262,0.0147759870642175,-13117.6693265447,34.0548751854112,698,4.02789195330655e-08,1.28915624981187e-07,"nnSVG_V13F27-338.csv"
"73","HAVANA","gene","ENSG00000159164",10,"SV2A","protein_coding","SV2A; ENSG00000159164",0.0156734908843582,0.379271027106866,4.61205361793866,-16076.7670697975,3.04499999999985,0.499176793909918,0.395087444126138,0.250800547642586,0.0396852979858464,-16165.8957413942,178.257343193356,163,0,0,"nnSVG_V13F27-338.csv"
"74","HAVANA","gene","ENSG00000266472",5,"MRPS21","protein_coding","MRPS21; ENSG00000266472",0.00340596534878916,0.277061921163982,2.59131806137368e-06,-13253.7638313508,3.24199999999996,0.329140548596948,0.280500195086507,0.177312243124798,0.0121438692719427,-13265.5001255068,23.4725883121282,867,7.99819908448018e-06,2.06089697286375e-05,"nnSVG_V13F27-338.csv"
"75","HAVANA","gene","ENSG00000143420",18,"ENSA","protein_coding","ENSA; ENSG00000143420",0.00609580530288769,0.341623792789452,4.55297383390435e-05,-15062.5055985663,3.25399999999991,0.403655814652668,0.347732412761923,0.19342131467026,0.0175308073986353,-15084.8173082751,44.6234194176432,594,2.04243177925889e-10,7.68146901492317e-10,"nnSVG_V13F27-338.csv"
"76","HAVANA","gene","ENSG00000213190",3,"MLLT11","protein_coding","MLLT11; ENSG00000213190",0.021634567040768,0.474841648614655,5.61703706372167e-06,-17984.3590306807,2.81400000000008,0.646698121633541,0.496576141324038,0.227442963100817,0.0435762406305952,-18101.8178102534,234.917559145266,115,0,0,"nnSVG_V13F27-338.csv"
